time,ITAir,ITLiq
8650800,370992.796,370992.796
8654400,353516.8908,353516.8908
8658000,344332.9587,344332.9587
8661600,336297.41,336297.41
8665200,316000.6869,316000.6869
8668800,326327.7283,326327.7283
8672400,323548.6279,323548.6279
8676000,265839.2559,265839.2559
8679600,285945.2014,285945.2014
8683200,294055.1991,294055.1991
8686800,298841.3282,298841.3282
8690400,311262.5134,311262.5134
8694000,319726.9826,319726.9826
8697600,336305.5871,336305.5871
8701200,332253.8219,332253.8219
8704800,360842.11,360842.11
8708400,336031.517,336031.517
8712000,401897.9785,401897.9785
8715600,379400.2318,379400.2318
8719200,369209.2637,369209.2637
8722800,341803.7044,341803.7044
8726400,390946.8998,390946.8998
8730000,380408.3087,380408.3087
8733600,328539.8059,328539.8059
8737200,300162.4176,300162.4176
8740800,298187.3714,298187.3714
8744400,327852.1647,327852.1647
8748000,326756.3433,326756.3433
8751600,312870.9653,312870.9653
8755200,305759.3059,305759.3059
8758800,328919.637,328919.637
8762400,293859.0711,293859.0711
8766000,401214.842,401214.842
8769600,388989.291,388989.291
8773200,419312.0623,419312.0623
8776800,419425.2629,419425.2629
8780400,418451.5327,418451.5327
8784000,385766.5043,385766.5043
8787600,369925.9983,369925.9983
8791200,340935.1547,340935.1547
8794800,352721.6263,352721.6263
8798400,346163.123,346163.123
8802000,336555.6841,336555.6841
8805600,329158.9813,329158.9813
8809200,359630.2661,359630.2661
8812800,390860.9291,390860.9291
8816400,384521.9101,384521.9101
8820000,344590.585,344590.585
8823600,348610.8036,348610.8036
8827200,348554.7071,348554.7071
8830800,349915.3907,349915.3907
8834400,307849.0699,307849.0699
8838000,315228.1572,315228.1572
8841600,383795.9781,383795.9781
8845200,402585.2896,402585.2896
8848800,444848.3744,444848.3744
8852400,426211.1232,426211.1232
8856000,421557.4633,421557.4633
8859600,341440.5782,341440.5782
8863200,357974.4763,357974.4763
8866800,340106.5717,340106.5717
8870400,317055.7981,317055.7981
8874000,338976.114,338976.114
8877600,355446.7049,355446.7049
8881200,354989.9757,354989.9757
8884800,359925.9496,359925.9496
8888400,336581.788,336581.788
8892000,383663.3486,383663.3486
8895600,350997.2751,350997.2751
8899200,374380.6847,374380.6847
8902800,343806.3754,343806.3754
8906400,309568.1198,309568.1198
8910000,280106.6471,280106.6471
8913600,267310.6929,267310.6929
8917200,259535.6778,259535.6778
8920800,286546.6312,286546.6312
8924400,248633.8028,248633.8028
8928000,268256.5991,268256.5991
8931600,297148.1547,297148.1547
8935200,331020.975,331020.975
8938800,350081.2789,350081.2789
8942400,333280.3706,333280.3706
8946000,329433.1104,329433.1104
8949600,344704.9321,344704.9321
8953200,369343.4551,369343.4551
8956800,371127.8001,371127.8001
8960400,351731.0637,351731.0637
8964000,368469.7593,368469.7593
8967600,353279.9012,353279.9012
8971200,346524.5705,346524.5705
8974800,367443.4315,367443.4315
8978400,385492.5602,385492.5602
8982000,381529.0477,381529.0477
8985600,418112.8183,418112.8183
8989200,376753.2571,376753.2571
8992800,372718.1187,372718.1187
8996400,343463.6413,343463.6413
9000000,334610.4764,334610.4764
9003600,331601.3012,331601.3012
9007200,347469.9028,347469.9028
9010800,331856.7964,331856.7964
9014400,274793.5281,274793.5281
9018000,264158.2145,264158.2145
9021600,282184.3755,282184.3755
9025200,262136.6664,262136.6664
9028800,260865.7893,260865.7893
9032400,259733.6161,259733.6161
9036000,278489.8361,278489.8361
9039600,270343.728,270343.728
9043200,280020.0866,280020.0866
9046800,275100.4172,275100.4172
9050400,287322.5046,287322.5046
9054000,349382.6117,349382.6117
9057600,358665.4916,358665.4916
9061200,332205.1162,332205.1162
9064800,334549.309,334549.309
9068400,331105.7904,331105.7904
9072000,360012.6556,360012.6556
9075600,357795.733,357795.733
9079200,352261.0787,352261.0787
9082800,328434.5238,328434.5238
9086400,333402.3646,333402.3646
9090000,340849.2528,340849.2528
9093600,334508.583,334508.583
9097200,316278.2231,316278.2231
9100800,346914.5545,346914.5545
9104400,385525.1673,385525.1673
9108000,370615.6081,370615.6081
9111600,339818.5864,339818.5864
9115200,350363.858,350363.858
9118800,365343.0751,365343.0751
9122400,359903.4186,359903.4186
9126000,366818.4371,366818.4371
9129600,356763.6277,356763.6277
9133200,358609.8746,358609.8746
9136800,376601.38,376601.38
9140400,373174.5205,373174.5205
9144000,396721.6672,396721.6672
9147600,399010.5625,399010.5625
9151200,393485.3157,393485.3157
9154800,383173.597,383173.597
9158400,414321.5507,414321.5507
9162000,388817.8759,388817.8759
9165600,406292.9594,406292.9594
9169200,404347.8962,404347.8962
9172800,454835.3732,454835.3732
9176400,450823.4,450823.4
9180000,445218.9603,445218.9603
9183600,426003.938,426003.938
9187200,453687.0884,453687.0884
9190800,451423.367,451423.367
9194400,437785.3359,437785.3359
9198000,357350.7294,357350.7294
9201600,405284.8123,405284.8123
9205200,398210.0162,398210.0162
9208800,436023.8266,436023.8266
9212400,383835.569,383835.569
9216000,358423.8427,358423.8427
9219600,446009.1887,446009.1887
9223200,420622.2295,420622.2295
9226800,349402.1249,349402.1249
9230400,428416.5531,428416.5531
9234000,425185.1707,425185.1707
9237600,450635.0832,450635.0832
9241200,417940.5137,417940.5137
9244800,460871.4809,460871.4809
9248400,442561.3012,442561.3012
9252000,413787.3778,413787.3778
9255600,381898.9205,381898.9205
9259200,316417.3801,316417.3801
9262800,421898.4549,421898.4549
9266400,415697.7008,415697.7008
9270000,405711.5824,405711.5824
9273600,424676.5851,424676.5851
9277200,425191.2032,425191.2032
9280800,426259.9848,426259.9848
9284400,426726.2858,426726.2858
9288000,426395.379,426395.379
9291600,430989.3845,430989.3845
9295200,398184.6294,398184.6294
9298800,399859.2846,399859.2846
9302400,407284.659,407284.659
9306000,411559.3735,411559.3735
9309600,399128.5848,399128.5848
9313200,372117.7634,372117.7634
9316800,408496.5868,408496.5868
9320400,392041.2972,392041.2972
9324000,403480.5566,403480.5566
9327600,420106.0039,420106.0039
9331200,420071.0148,420071.0148
9334800,366786.1624,366786.1624
9338400,376933.3356,376933.3356
9342000,297063.9594,297063.9594
9345600,257174.4352,257174.4352
9349200,350948.8989,350948.8989
9352800,391809.23,391809.23
9356400,384158.0038,384158.0038
9360000,396698.3924,396698.3924
9363600,400604.0571,400604.0571
9367200,432218.1311,432218.1311
9370800,379783.8579,379783.8579
9374400,426166.7116,426166.7116
9378000,384019.1411,384019.1411
9381600,406531.3939,406531.3939
9385200,412871.96,412871.96
9388800,421753.858,421753.858
9392400,409150.4479,409150.4479
9396000,408032.1769,408032.1769
9399600,373791.5994,373791.5994
9403200,410875.224,410875.224
9406800,413858.6316,413858.6316
9410400,413035.4622,413035.4622
9414000,393842.7351,393842.7351
9417600,397556.8576,397556.8576
9421200,401848.1815,401848.1815
9424800,391302.1946,391302.1946
9428400,402919.6022,402919.6022
9432000,403109.9504,403109.9504
9435600,398224.7323,398224.7323
9439200,399672.5319,399672.5319
9442800,392768.0598,392768.0598
9446400,358035.9082,358035.9082
9450000,342049.5973,342049.5973
9453600,360305.7235,360305.7235
9457200,362398.4861,362398.4861
9460800,320873.9202,320873.9202
9464400,359257.2777,359257.2777
9468000,325249.3762,325249.3762
9471600,357561.0848,357561.0848
9475200,362166.1218,362166.1218
9478800,359988.005,359988.005
9482400,366713.7316,366713.7316
9486000,402626.1088,402626.1088
9489600,427193.6039,427193.6039
9493200,370197.0119,370197.0119
9496800,352132.8151,352132.8151
9500400,400623.5661,400623.5661
9504000,406506.9831,406506.9831
9507600,395952.1573,395952.1573
9511200,369094.2709,369094.2709
9514800,347470.3714,347470.3714
9518400,326826.1993,326826.1993
9522000,341631.1822,341631.1822
9525600,316739.8968,316739.8968
9529200,311352.3199,311352.3199
9532800,269490.2551,269490.2551
9536400,296526.6468,296526.6468
9540000,296268.6802,296268.6802
9543600,308782.6074,308782.6074
9547200,355905.4249,355905.4249
9550800,361263.1825,361263.1825
9554400,353639.5492,353639.5492
9558000,363839.728,363839.728
9561600,362027.342,362027.342
9565200,371658.9259,371658.9259
9568800,370531.4292,370531.4292
9572400,365546.6798,365546.6798
9576000,350894.384,350894.384
9579600,361150.1425,361150.1425
9583200,353599.6209,353599.6209
9586800,369129.1002,369129.1002
9590400,394252.203,394252.203
9594000,361562.8031,361562.8031
9597600,349722.5603,349722.5603
9601200,319130.3502,319130.3502
9604800,282958.2433,282958.2433
9608400,299532.2438,299532.2438
9612000,295528.6659,295528.6659
9615600,306476.5805,306476.5805
9619200,328279.2377,328279.2377
9622800,307458.1604,307458.1604
9626400,283081.3811,283081.3811
9630000,344574.1039,344574.1039
9633600,288409.6322,288409.6322
9637200,336509.7864,336509.7864
9640800,335538.532,335538.532
9644400,382173.6656,382173.6656
9648000,348215.199,348215.199
9651600,342633.4624,342633.4624
9655200,322710.1408,322710.1408
9658800,327945.904,327945.904
9662400,318106.3292,318106.3292
9666000,356327.5526,356327.5526
9669600,339796.4702,339796.4702
9673200,335117.8834,335117.8834
9676800,254022.9067,254022.9067
9680400,287593.3515,287593.3515
9684000,275390.3728,275390.3728
9687600,278147.0905,278147.0905
9691200,268982.8426,268982.8426
9694800,266480.1039,266480.1039
9698400,253345.7299,253345.7299
9702000,273113.1735,273113.1735
9705600,303422.4031,303422.4031
9709200,309637.0632,309637.0632
9712800,313966.4552,313966.4552
9716400,321268.7654,321268.7654
9720000,308510.4739,308510.4739
9723600,360620.8782,360620.8782
9727200,378631.7823,378631.7823
9730800,339990.5452,339990.5452
9734400,336880.6532,336880.6532
9738000,354157.8039,354157.8039
9741600,399725.3425,399725.3425
9745200,411455.9166,411455.9166
9748800,400292.1144,400292.1144
9752400,376258.6577,376258.6577
9756000,390032.7917,390032.7917
9759600,365130.4072,365130.4072
9763200,388921.509,388921.509
9766800,404021.185,404021.185
9770400,367126.1687,367126.1687
9774000,353420.9606,353420.9606
9777600,321956.6122,321956.6122
9781200,373273.2324,373273.2324
9784800,352972.8488,352972.8488
9788400,356829.0422,356829.0422
9792000,298711.9819,298711.9819
9795600,320824.1836,320824.1836
9799200,320932.3505,320932.3505
9802800,305303.9105,305303.9105
9806400,323938.6502,323938.6502
9810000,361328.2553,361328.2553
9813600,348946.8093,348946.8093
9817200,365824.2039,365824.2039
9820800,347206.815,347206.815
9824400,348747.5648,348747.5648
9828000,362151.8342,362151.8342
9831600,375045.1909,375045.1909
9835200,342756.3138,342756.3138
9838800,329885.524,329885.524
9842400,340826.8627,340826.8627
9846000,361093.9963,361093.9963
9849600,367982.771,367982.771
9853200,384477.7103,384477.7103
9856800,346989.4979,346989.4979
9860400,346939.3608,346939.3608
9864000,311093.9157,311093.9157
9867600,302204.6562,302204.6562
9871200,288274.9635,288274.9635
9874800,309127.2466,309127.2466
9878400,321094.716,321094.716
9882000,339565.8957,339565.8957
9885600,352311.2895,352311.2895
9889200,362449.1877,362449.1877
9892800,357311.0124,357311.0124
9896400,354392.2714,354392.2714
9900000,356234.5867,356234.5867
9903600,371395.11,371395.11
9907200,375182.0673,375182.0673
9910800,376864.2055,376864.2055
9914400,351649.4132,351649.4132
9918000,369723.2048,369723.2048
9921600,342098.1189,342098.1189
9925200,351546.6239,351546.6239
9928800,356307.9681,356307.9681
9932400,344066.3261,344066.3261
9936000,334233.3609,334233.3609
9939600,337825.0342,337825.0342
9943200,320897.4576,320897.4576
9946800,349852.47,349852.47
9950400,341270.27,341270.27
9954000,340818.8752,340818.8752
9957600,307363.9669,307363.9669
9961200,302625.46,302625.46
9964800,326800.3422,326800.3422
9968400,297983.5859,297983.5859
9972000,313680.8269,313680.8269
9975600,343057.3398,343057.3398
9979200,321933.0485,321933.0485
9982800,385529.3169,385529.3169
9986400,349973.193,349973.193
9990000,375617.9906,375617.9906
9993600,361292.5811,361292.5811
9997200,411087.7571,411087.7571
10000800,393578.9021,393578.9021
10004400,410381.0417,410381.0417
10008000,434113.7777,434113.7777
10011600,437404.6513,437404.6513
10015200,430578.6784,430578.6784
10018800,428773.6633,428773.6633
10022400,412796.8591,412796.8591
10026000,380447.3704,380447.3704
10029600,333010.7746,333010.7746
10033200,324577.3777,324577.3777
10036800,316509.2804,316509.2804
10040400,318744.2525,318744.2525
10044000,291581.2905,291581.2905
10047600,273136.6879,273136.6879
10051200,281871.0163,281871.0163
10054800,319808.2285,319808.2285
10058400,282242.8576,282242.8576
10062000,328596.3345,328596.3345
10065600,302360.7416,302360.7416
10069200,349852.2152,349852.2152
10072800,346491.0117,346491.0117
10076400,354246.8134,354246.8134
10080000,318946.1205,318946.1205
10083600,327224.5569,327224.5569
10087200,332105.4804,332105.4804
10090800,305993.5696,305993.5696
10094400,293889.0502,293889.0502
10098000,287323.292,287323.292
10101600,278634.9818,278634.9818
10105200,287353.5385,287353.5385
10108800,304740.112,304740.112
10112400,356781.6707,356781.6707
10116000,285764.0447,285764.0447
10119600,301975.5007,301975.5007
10123200,299145.8005,299145.8005
10126800,294131.1304,294131.1304
10130400,293005.2898,293005.2898
10134000,295214.8038,295214.8038
10137600,321072.576,321072.576
10141200,295526.7482,295526.7482
10144800,318876.8183,318876.8183
10148400,312568.7468,312568.7468
10152000,301375.3609,301375.3609
10155600,348978.7865,348978.7865
10159200,323328.913,323328.913
10162800,330380.1992,330380.1992
10166400,317734.5873,317734.5873
10170000,324499.9493,324499.9493
10173600,317582.2762,317582.2762
10177200,303304.4292,303304.4292
10180800,318973.7406,318973.7406
10184400,302870.0999,302870.0999
10188000,299800.4353,299800.4353
10191600,295875.0433,295875.0433
10195200,329474.034,329474.034
10198800,315481.8509,315481.8509
10202400,289637.3228,289637.3228
10206000,259619.8763,259619.8763
10209600,257121.8946,257121.8946
10213200,257896.8432,257896.8432
10216800,265286.7168,265286.7168
10220400,288520.3125,288520.3125
10224000,288469.8271,288469.8271
10227600,279009.7628,279009.7628
10231200,284886.5665,284886.5665
10234800,274951.998,274951.998
10238400,284673.1602,284673.1602
10242000,304785.7441,304785.7441
10245600,287644.0096,287644.0096
10249200,305433.6972,305433.6972
10252800,282890.9971,282890.9971
10256400,285176.6688,285176.6688
10260000,306769.3814,306769.3814
10263600,286854.9533,286854.9533
10267200,265433.8327,265433.8327
10270800,293325.1633,293325.1633
10274400,272549.2023,272549.2023
10278000,280104.7203,280104.7203
10281600,302150.0317,302150.0317
10285200,296177.6852,296177.6852
10288800,311501.562,311501.562
10292400,345266.7548,345266.7548
10296000,308665.4119,308665.4119
10299600,303231.1224,303231.1224
10303200,318434.8789,318434.8789
10306800,296799.8652,296799.8652
10310400,301231.3913,301231.3913
10314000,282146.724,282146.724
10317600,274731.015,274731.015
10321200,312597.0423,312597.0423
10324800,304769.9262,304769.9262
10328400,326576.0456,326576.0456
10332000,316014.6143,316014.6143
10335600,337819.0889,337819.0889
10339200,339492.732,339492.732
10342800,344196.2791,344196.2791
10346400,335550.2841,335550.2841
10350000,355679.9583,355679.9583
10353600,360786.6829,360786.6829
10357200,334057.5909,334057.5909
10360800,329155.0183,329155.0183
10364400,370469.9374,370469.9374
10368000,365370.5017,365370.5017
10371600,382311.3603,382311.3603
10375200,308439.9449,308439.9449
10378800,357827.7921,357827.7921
10382400,396290.0734,396290.0734
10386000,393352.2318,393352.2318
10389600,361473.4224,361473.4224
10393200,382202.2671,382202.2671
10396800,398429.4938,398429.4938
10400400,394551.1235,394551.1235
10404000,417198.2683,417198.2683
10407600,379128.7458,379128.7458
10411200,414283.7731,414283.7731
10414800,424593.5076,424593.5076
10418400,411848.3937,411848.3937
10422000,376934.4383,376934.4383
10425600,368132.7158,368132.7158
10429200,346475.299,346475.299
10432800,351297.8825,351297.8825
10436400,352823.5443,352823.5443
10440000,380175.8196,380175.8196
10443600,399189.1745,399189.1745
10447200,372927.1111,372927.1111
10450800,356389.0715,356389.0715
10454400,330369.0383,330369.0383
10458000,364115.0329,364115.0329
10461600,353158.2379,353158.2379
10465200,316092.7793,316092.7793
10468800,293287.7253,293287.7253
10472400,310844.1989,310844.1989
10476000,318232.4456,318232.4456
10479600,305392.4978,305392.4978
10483200,384170.9954,384170.9954
10486800,359733.1711,359733.1711
10490400,402966.5061,402966.5061
10494000,362463.1918,362463.1918
10497600,387425.6696,387425.6696
10501200,378093.0868,378093.0868
10504800,402890.6215,402890.6215
10508400,392432.396,392432.396
10512000,372280.2705,372280.2705
10515600,374534.3998,374534.3998
10519200,356425.7073,356425.7073
10522800,339556.7934,339556.7934
10526400,383751.2874,383751.2874
10530000,369847.7759,369847.7759
10533600,364796.5425,364796.5425
10537200,376096.5837,376096.5837
10540800,380834.0861,380834.0861
10544400,384260.8314,384260.8314
10548000,437219.1333,437219.1333
10551600,376838.2448,376838.2448
10555200,365873.2797,365873.2797
10558800,349349.7664,349349.7664
10562400,312915.4772,312915.4772
10566000,332485.7238,332485.7238
10569600,344076.2568,344076.2568
10573200,332853.0766,332853.0766
10576800,316338.265,316338.265
10580400,329591.1431,329591.1431
10584000,330847.911,330847.911
10587600,370191.1557,370191.1557
10591200,368178.1288,368178.1288
10594800,374674.0009,374674.0009
10598400,376288.214,376288.214
10602000,400227.1401,400227.1401
10605600,383137.3553,383137.3553
10609200,365205.9286,365205.9286
10612800,374073.2342,374073.2342
10616400,355388.9395,355388.9395
10620000,353686.1348,353686.1348
10623600,353866.1855,353866.1855
10627200,372764.38,372764.38
10630800,399760.2259,399760.2259
10634400,371131.4168,371131.4168
10638000,325855.3848,325855.3848
10641600,315793.937,315793.937
10645200,343462.3777,343462.3777
10648800,310681.4915,310681.4915
10652400,295726.3364,295726.3364
10656000,314875.699,314875.699
10659600,325150.8342,325150.8342
10663200,299236.0095,299236.0095
10666800,325711.8581,325711.8581
10670400,337957.8499,337957.8499
10674000,348800.2266,348800.2266
10677600,362143.2718,362143.2718
10681200,367546.5019,367546.5019
10684800,352613.3771,352613.3771
10688400,365595.1039,365595.1039
10692000,360446.4371,360446.4371
10695600,358812.1563,358812.1563
10699200,366714.8224,366714.8224
10702800,352034.0392,352034.0392
10706400,337619.2232,337619.2232
10710000,332902.826,332902.826
10713600,358254.7359,358254.7359
10717200,322440.1365,322440.1365
10720800,303852.8694,303852.8694
10724400,300031.0921,300031.0921
10728000,284214.6477,284214.6477
10731600,273789.6112,273789.6112
10735200,270917.8776,270917.8776
10738800,285777.746,285777.746
10742400,276448.6114,276448.6114
10746000,291544.5469,291544.5469
10749600,265691.064,265691.064
10753200,280697.1905,280697.1905
10756800,293585.3211,293585.3211
10760400,308735.6834,308735.6834
10764000,278584.0961,278584.0961
10767600,281644.3183,281644.3183
10771200,279594.1686,279594.1686
10774800,294136.5908,294136.5908
10778400,300253.5057,300253.5057
10782000,304629.5044,304629.5044
10785600,282523.7112,282523.7112
10789200,277266.7423,277266.7423
10792800,277847.3573,277847.3573
10796400,276666.031,276666.031
10800000,319589.007,319589.007
10803600,293531.3504,293531.3504
10807200,255829.478,255829.478
10810800,248168.954,248168.954
10814400,251212.4019,251212.4019
10818000,240062.5821,240062.5821
10821600,249516.054,249516.054
10825200,248041.3476,248041.3476
10828800,277667.7289,277667.7289
10832400,248185.7411,248185.7411
10836000,272384.3785,272384.3785
10839600,277482.5206,277482.5206
10843200,278287.7711,278287.7711
10846800,292462.9922,292462.9922
10850400,291268.692,291268.692
10854000,291001.2743,291001.2743
10857600,298652.8738,298652.8738
10861200,302564.6161,302564.6161
10864800,299953.8877,299953.8877
10868400,308811.7913,308811.7913
10872000,300954.8151,300954.8151
10875600,318797.8953,318797.8953
10879200,314418.6912,314418.6912
10882800,323763.0505,323763.0505
10886400,311785.9402,311785.9402
10890000,358285.5055,358285.5055
10893600,327130.0469,327130.0469
10897200,319952.9639,319952.9639
10900800,309115.5936,309115.5936
10904400,305227.8313,305227.8313
10908000,280396.72,280396.72
10911600,301001.7201,301001.7201
10915200,316565.1852,316565.1852
10918800,300939.1408,300939.1408
10922400,340724.2086,340724.2086
10926000,307677.0757,307677.0757
10929600,316580.447,316580.447
10933200,386822.5432,386822.5432
10936800,337534.618,337534.618
10940400,341986.9554,341986.9554
10944000,345913.4025,345913.4025
10947600,376581.3237,376581.3237
10951200,366817.8118,366817.8118
10954800,375041.6879,375041.6879
10958400,348260.8441,348260.8441
10962000,367863.8041,367863.8041
10965600,376681.7642,376681.7642
10969200,385106.5029,385106.5029
10972800,411754.4272,411754.4272
10976400,365483.6212,365483.6212
10980000,350474.3959,350474.3959
10983600,330348.0332,330348.0332
10987200,325680.3927,325680.3927
10990800,328745.4778,328745.4778
10994400,324951.988,324951.988
10998000,320927.6309,320927.6309
11001600,317347.7481,317347.7481
11005200,297448.5457,297448.5457
11008800,310593.6788,310593.6788
11012400,317016.9306,317016.9306
11016000,328168.8833,328168.8833
11019600,365657.5088,365657.5088
11023200,386860.5674,386860.5674
11026800,354226.78,354226.78
11030400,399724.5157,399724.5157
11034000,359713.7685,359713.7685
11037600,337779.0997,337779.0997
11041200,346270.3767,346270.3767
11044800,351896.0807,351896.0807
11048400,351493.1924,351493.1924
11052000,372605.1753,372605.1753
11055600,396401.2109,396401.2109
11059200,388717.0997,388717.0997
11062800,356163.3145,356163.3145
11066400,354967.8609,354967.8609
11070000,376502.9582,376502.9582
11073600,359025.4096,359025.4096
11077200,349839.8311,349839.8311
11080800,341802.6333,341802.6333
11084400,321504.2582,321504.2582
11088000,331829.6449,331829.6449
11091600,329048.8869,329048.8869
11095200,271337.8544,271337.8544
11098800,291442.1366,291442.1366
11102400,299550.4682,299550.4682
11106000,304334.9284,304334.9284
11109600,316754.4418,316754.4418
11113200,325217.2365,325217.2365
11116800,341794.1635,341794.1635
11120400,337740.7181,337740.7181
11124000,366327.3232,366327.3232
11127600,341515.0442,341515.0442
11131200,407379.8171,407379.8171
11134800,384880.3788,384880.3788
11138400,374687.7164,374687.7164
11142000,347280.4599,347280.4599
11145600,396421.9554,396421.9554
11149200,385881.6614,385881.6614
11152800,334011.4531,334011.4531
11156400,305632.3563,305632.3563
11160000,303655.5989,303655.5989
11163600,333318.6781,333318.6781
11167200,332221.1399,332221.1399
11170800,318334.0422,318334.0422
11174400,311220.6603,311220.6603
11178000,334379.2661,334379.2661
11181600,299316.9721,299316.9721
11185200,406671.0121,406671.0121
11188800,394443.7274,394443.7274
11192400,424764.7622,424764.7622
11196000,424876.2235,424876.2235
11199600,423900.7511,423900.7511
11203200,391213.9778,391213.9778
11206800,375371.724,375371.724
11210400,346379.1299,346379.1299
11214000,358163.8481,358163.8481
11217600,351603.5887,351603.5887
11221200,341994.3909,341994.3909
11224800,334595.9264,334595.9264
11228400,365065.4466,365065.4466
11232000,396294.3423,396294.3423
11235600,389953.5531,389953.5531
11239200,350020.4551,350020.4551
11242800,354038.898,354038.898
11246400,353981.023,353981.023
11250000,355339.9252,355339.9252
11253600,313271.8204,313271.8204
11257200,320649.1208,320649.1208
11260800,389215.1521,389215.1521
11264400,408002.6711,408002.6711
11268000,450263.9607,450263.9607
11271600,431624.9114,431624.9114
11275200,426969.4507,426969.4507
11278800,346850.7619,346850.7619
11282400,363382.8537,363382.8537
11286000,345513.1399,345513.1399
11289600,322460.5544,322460.5544
11293200,344379.0556,344379.0556
11296800,360847.8289,360847.8289
11300400,360389.2795,360389.2795
11304000,365323.4303,365323.4303
11307600,341977.4429,341977.4429
11311200,389057.1748,389057.1748
11314800,356389.27,356389.27
11318400,379770.8454,379770.8454
11322000,349194.6991,349194.6991
11325600,314954.6038,314954.6038
11329200,285491.2887,285491.2887
11332800,272693.4892,272693.4892
11336400,264916.6261,264916.6261
11340000,291925.7288,291925.7288
11343600,254011.0468,254011.0468
11347200,273631.9867,273631.9867
11350800,302521.6832,302521.6832
11354400,336392.6417,336392.6417
11358000,355451.081,355451.081
11361600,338648.3053,338648.3053
11365200,334799.175,334799.175
11368800,350069.1238,350069.1238
11372400,374705.7711,374705.7711
11376000,376488.2377,376488.2377
11379600,357089.6201,357089.6201
11383200,373826.4318,373826.4318
11386800,358634.687,358634.687
11390400,351877.4668,351877.4668
11394000,372794.4357,372794.4357
11397600,390841.6694,390841.6694
11401200,386876.2591,386876.2591
11404800,423458.1293,423458.1293
11408400,382096.6649,382096.6649
11412000,378059.6206,378059.6206
11415600,348803.2344,348803.2344
11419200,339948.1581,339948.1581
11422800,336937.0687,336937.0687
11426400,352803.7534,352803.7534
11430000,337188.7273,337188.7273
11433600,280123.5366,280123.5366
11437200,269486.2978,269486.2978
11440800,287510.5309,287510.5309
11444400,267460.8912,267460.8912
11448000,266188.0807,266188.0807
11451600,265053.9714,265053.9714
11455200,283808.2525,283808.2525
11458800,275660.2027,275660.2027
11462400,285334.6171,285334.6171
11466000,280413.0006,280413.0006
11469600,292633.1382,292633.1382
11473200,354691.2928,354691.2928
11476800,363972.2174,363972.2174
11480400,337509.884,337509.884
11484000,339852.1161,339852.1161
11487600,336406.634,336406.634
11491200,365311.5331,365311.5331
11494800,363092.6415,363092.6415
11498400,357556.0156,357556.0156
11502000,333727.4864,333727.4864
11505600,338693.3501,338693.3501
11509200,346138.2585,346138.2585
11512800,339795.6061,339795.6061
11516400,321563.261,321563.261
11520000,352197.6044,352197.6044
11523600,390806.2265,390806.2265
11527200,375894.674,375894.674
11530800,345095.6562,345095.6562
11534400,355638.929,355638.929
11538000,370616.1445,370616.1445
11541600,365174.4837,365174.4837
11545200,372087.4953,372087.4953
11548800,362030.6762,362030.6762
11552400,363874.9107,363874.9107
11556000,381864.4011,381864.4011
11559600,378435.5237,378435.5237
11563200,401980.65,401980.65
11566800,404267.522,404267.522
11570400,398740.2493,398740.2493
11574000,388426.502,388426.502
11577600,419572.4243,419572.4243
11581200,394066.7155,394066.7155
11584800,411539.7623,411539.7623
11588400,409592.6597,409592.6597
11592000,460078.0945,460078.0945
11595600,456064.0766,456064.0766
11599200,450457.5894,450457.5894
11602800,431240.5168,431240.5168
11606400,458921.6143,458921.6143
11610000,456655.8374,456655.8374
11613600,443015.7479,443015.7479
11617200,362579.0805,362579.0805
11620800,410511.0997,410511.0997
11624400,403434.2372,403434.2372
11628000,441245.9786,441245.9786
11631600,389055.6493,389055.6493
11635200,363641.8486,363641.8486
11638800,451225.1175,451225.1175
11642400,425836.0785,425836.0785
11646000,354613.8914,354613.8914
11649600,433626.2344,433626.2344
11653200,430392.7642,430392.7642
11656800,455840.5862,455840.5862
11660400,423143.9236,423143.9236
11664000,466072.7949,466072.7949
11667600,447760.5166,447760.5166
11671200,418984.492,418984.492
11674800,387093.9308,387093.9308
11678400,321610.2839,321610.2839
11682000,427089.2494,427089.2494
11685600,420886.3835,420886.3835
11689200,410898.1504,410898.1504
11692800,429861.0359,429861.0359
11696400,430373.5341,430373.5341
11700000,431440.1931,431440.1931
11703600,431904.3689,431904.3689
11707200,431571.3342,431571.3342
11710800,436163.2091,436163.2091
11714400,403356.3208,403356.3208
11718000,405028.8401,405028.8401
11721600,412452.0759,412452.0759
11725200,416724.6493,416724.6493
11728800,404291.7167,404291.7167
11732400,377278.7488,377278.7488
11736000,413655.423,413655.423
11739600,397197.9816,397197.9816
11743200,408635.0865,408635.0865
11746800,425258.3767,425258.3767
11750400,425221.2278,425221.2278
11754000,371934.213,371934.213
11757600,382079.2211,382079.2211
11761200,302207.6772,302207.6772
11764800,262315.9826,262315.9826
11768400,356088.2733,356088.2733
11772000,396946.4287,396946.4287
11775600,389293.0242,389293.0242
11779200,401831.2319,401831.2319
11782800,405734.7129,405734.7129
11786400,437346.6007,437346.6007
11790000,384910.1386,384910.1386
11793600,431290.8008,431290.8008
11797200,389141.0362,389141.0362
11800800,411651.0922,411651.0922
11804400,417989.4589,417989.4589
11808000,426869.1548,426869.1548
11811600,414263.5401,414263.5401
11815200,413143.0618,413143.0618
11818800,378900.2743,378900.2743
11822400,415981.6864,415981.6864
11826000,418962.8788,418962.8788
11829600,418137.4916,418137.4916
11833200,398942.544,398942.544
11836800,402654.4435,402654.4435
