tdry_profile,twet_profile
272.04999999999995,268.8923613075386
270.95,268.1604807817799
271.45,268.60805504703563
270.34999999999997,267.76721739153777
269.84999999999997,267.61608234834125
269.84999999999997,267.4612203362095
269.84999999999997,267.4612203362095
269.84999999999997,267.4612203362095
269.25,267.06079458529683
269.84999999999997,267.1758076957242
268.15,266.3978701582254
272.04999999999995,268.6620535864075
273.75,269.825990911351
275.95,271.2185782838648
277.04999999999995,272.0833782034692
276.45,271.83197123224113
276.45,271.9459394194406
277.04999999999995,272.3168482489027
277.54999999999995,272.41658143075637
277.04999999999995,272.3168482489027
275.95,271.5921721041251
274.25,270.4918378183537
273.15,270.1868500341362
273.75,271.0964018659663
271.45,269.15516581134557
271.45,269.33472224140814
270.34999999999997,268.540344571917
268.75,267.3737313721354
268.75,267.3737313721354
268.15,266.3978701582254
268.15,266.3978701582254
267.54999999999995,265.67775467095623
267.04999999999995,265.3568300413729
266.45,264.600603387742
267.54999999999995,265.23110207318155
268.15,265.73333855479865
271.45,268.029878696239
274.84999999999997,270.3095239549324
277.54999999999995,271.9537124474512
279.25,272.7105711741157
280.34999999999997,273.29079271362065
280.34999999999997,273.37105871271746
279.84999999999997,273.03916980111126
279.25,272.84901785707626
276.45,271.1523372420669
273.75,269.48883995297996
272.04999999999995,268.3806607039608
270.95,267.6086421197725
272.04999999999995,268.3806607039608
269.84999999999997,266.9253074694123
268.75,266.2747126966933
268.15,265.65401235536063
267.54999999999995,265.23110207318155
267.04999999999995,264.85624726272016
267.04999999999995,264.7408085551075
267.54999999999995,265.1168995315069
268.15,265.442279720987
269.25,266.17639202463164
269.25,266.17639202463164
269.84999999999997,266.6819004313249
271.45,267.8216238989795
274.25,269.6516196220715
280.34999999999997,273.4506018860832
280.95,273.32976781584
283.75,274.80197900347025
284.84999999999997,275.02751389109784
285.34999999999997,275.45358955661993
283.15,274.32810855241775
281.45,273.2438429744084
280.95,273.1463080191532
280.34999999999997,273.0449940012335
278.75,272.3741442806132
277.54999999999995,271.7863389469823
279.25,272.6408592539175
277.54999999999995,271.8418335469471
277.04999999999995,271.58946222965255
275.95,270.97257179220617
273.15,269.01705752047843
272.04999999999995,268.3097063321722
269.84999999999997,266.85015336642743
268.15,265.65401235536063
267.54999999999995,265.1168995315069
267.04999999999995,264.7408085551075
268.75,265.96570696706
272.54999999999995,268.7539029487577
275.34999999999997,270.51909078470175
279.25,273.12358061037105
280.95,274.0216612446118
280.95,273.8541972974818
282.04999999999995,274.30594916773384
281.45,274.0106699109142
281.45,274.0106699109142
277.54999999999995,271.7863389469823
275.34999999999997,270.51909078470175
275.34999999999997,270.56308475375516
275.34999999999997,270.56308475375516
272.04999999999995,268.3097063321722
270.95,267.68229881635995
271.45,267.9560133142539
271.45,268.1486142052022
273.75,269.73611148519853
276.45,271.5581849767895
275.95,271.2185782838648
275.95,271.3218465516344
276.45,271.61167447614724
275.95,271.3218465516344
275.34999999999997,270.8928153217746
276.45,271.7205512215158
278.75,273.1542579354307
280.95,274.51069865506634
282.54999999999995,275.31571819630915
282.54999999999995,275.31571819630915
283.15,275.6395365299024
282.54999999999995,275.22088831712324
282.54999999999995,275.22088831712324
282.54999999999995,275.22088831712324
281.45,274.6248970359963
280.34999999999997,273.9932081108936
279.84999999999997,273.99247078495563
279.84999999999997,273.99247078495563
279.25,273.46638037775193
276.45,271.7205512215158
274.84999999999997,270.5872713161762
275.95,271.37452561671176
278.75,273.4198075412782
279.84999999999997,274.06528202335863
280.34999999999997,274.37346146958936
279.84999999999997,274.06528202335863
279.84999999999997,273.99247078495563
279.84999999999997,273.99247078495563
279.84999999999997,273.99247078495563
279.84999999999997,273.99247078495563
281.45,275.04549287555545
283.15,275.93540870941143
285.34999999999997,277.0557048143111
285.95,277.34382415978695
286.45,277.55234633491733
286.45,277.55234633491733
285.95,277.2162415859063
285.34999999999997,276.9352504099728
283.15,275.73912925827307
282.04999999999995,275.23125655819314
280.34999999999997,274.14558425435035
278.75,273.28643828677633
275.95,271.37452561671176
274.25,270.38870251902847
273.75,270.1167637361756
272.04999999999995,269.0414325288816
272.04999999999995,269.0414325288816
271.45,268.50875710028345
271.45,268.50875710028345
270.95,268.1604807817799
271.45,268.3665856201402
272.04999999999995,268.6620535864075
270.34999999999997,267.53217432747095
270.95,268.01843463626983
276.45,271.61167447614724
280.34999999999997,274.0694706436941
283.15,275.5388459751454
285.34999999999997,276.5618742742859
285.95,276.68199971290835
286.45,276.8536063236289
285.95,276.68199971290835
283.75,276.3679280934764
282.04999999999995,275.4948725117204
280.95,274.6709992883417
277.54999999999995,272.53681713362835
277.04999999999995,272.0833782034692
275.34999999999997,270.9939552740455
275.34999999999997,270.8928153217746
272.54999999999995,269.0899147262137
273.15,269.41675464227853
275.95,271.0688985256099
276.45,271.61167447614724
279.84999999999997,273.62904723378324
273.75,271.29089375212595
272.04999999999995,270.35371278483075
